lat;lon;kabupaten;kecamatan;desa;kelompok;tahun_tanam;luas;;
5.199430897;95.29384678;Aceh Besar  ;Lhoong  ;Gampong Pasi;KUB Tunas Usaha Sejahtera;2023;10.46;;
4.725391895;95.703546;Aceh Jaya;Setia Bakti;Gampong Baru;Lembaga Wisata Mangrove Sayeung & Kelompok Lembaga Eko Wisata Mangrove;2020;35;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
